occurrence_id,classification,present_stowed,present_deployed,same_part_number,stable_part_definition_match,parent_assembly_path_match,part_occurrence_quantity_match,state_membership_match,stowed_transform_authority_max_error,deployed_transform_authority_max_error,state_transform_max_abs_delta,transform_authority_match,fixed_transform_stable,transform_state_behavior,transform_error,stowed_solid_count,deployed_solid_count,stowed_face_count,deployed_face_count,volume_delta_mm3,stowed_local_brep_sha256,deployed_local_brep_sha256,local_bbox_max_abs_delta_mm,surface_type_counts_match,serialized_local_brep_match,exact_common_status,exact_common_volume_mm3,stowed_minus_common_mm3,deployed_minus_common_mm3,exact_common_volume_tolerance_mm3,exact_common_full_volume_equivalent,exact_geometry_equivalent,geometry_equivalence_basis,exact_common_error,fingerprint_error,flexible_state_geometry_exception,status
CARTRIDGE-CARRIER-FWD,FIXED,True,True,True,True,True,True,True,0.0,0.0,0.0,True,True,FIXED_UNCHANGED,,5,5,43,43,0.0,5cd8e8c72e0640af82e66f672a0405f7a2ce2d5872529e8b37af1463e99e32ae,5cd8e8c72e0640af82e66f672a0405f7a2ce2d5872529e8b37af1463e99e32ae,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
CO2-CARTRIDGE-1,CONSUMED,True,True,True,True,True,True,True,0.0,0.0,0.0,True,True,MOVING_RETAINED_SAME_TRANSFORM,,1,1,8,8,0.0,5e78e75e342acc2278fbecaf3bd0384f49e9b34d8eecee08f33d273563a34626,5e78e75e342acc2278fbecaf3bd0384f49e9b34d8eecee08f33d273563a34626,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
CO2-CARTRIDGE-2,CONSUMED,True,True,True,True,True,True,True,0.0,0.0,0.0,True,True,MOVING_RETAINED_SAME_TRANSFORM,,1,1,8,8,0.0,5e78e75e342acc2278fbecaf3bd0384f49e9b34d8eecee08f33d273563a34626,5e78e75e342acc2278fbecaf3bd0384f49e9b34d8eecee08f33d273563a34626,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
CO2-CARTRIDGE-3,CONSUMED,True,True,True,True,True,True,True,0.0,0.0,0.0,True,True,MOVING_RETAINED_SAME_TRANSFORM,,1,1,8,8,0.0,5e78e75e342acc2278fbecaf3bd0384f49e9b34d8eecee08f33d273563a34626,5e78e75e342acc2278fbecaf3bd0384f49e9b34d8eecee08f33d273563a34626,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
CO2-CARTRIDGE-4,CONSUMED,True,True,True,True,True,True,True,0.0,0.0,0.0,True,True,MOVING_RETAINED_SAME_TRANSFORM,,1,1,8,8,0.0,5e78e75e342acc2278fbecaf3bd0384f49e9b34d8eecee08f33d273563a34626,5e78e75e342acc2278fbecaf3bd0384f49e9b34d8eecee08f33d273563a34626,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
COLLECTION-MANIFOLD-001,FIXED,True,True,True,True,True,True,True,0.0,0.0,0.0,True,True,FIXED_UNCHANGED,,1,1,31,31,0.0,b461c72c0d53cd481fa9ee9dff2ba8e3a531bd320da79918578d946517f81d08,b461c72c0d53cd481fa9ee9dff2ba8e3a531bd320da79918578d946517f81d08,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
CROSSHEAD-001,MOVING,True,True,True,True,True,True,True,8.412825991399586e-12,3.410605131648481e-12,15.055034371129977,True,True,MOVING_STATE_TRANSFORM_CHANGED,,5,5,213,213,-6.821210263296962e-13,d4df12fecaec3a29b1315900d74c71cbb467e7f13c418ed2ce0dfc1753dccbad,d4df12fecaec3a29b1315900d74c71cbb467e7f13c418ed2ce0dfc1753dccbad,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
CROSSHEAD-GUIDE-001,FIXED,True,True,True,True,True,True,True,0.0,0.0,0.0,True,True,FIXED_UNCHANGED,,1,1,9,9,0.0,34cc6d3bee62d37f0f58bd4a1521075c53c4611f9b04bd2c2260e20309a05998,34cc6d3bee62d37f0f58bd4a1521075c53c4611f9b04bd2c2260e20309a05998,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
CROSSHEAD-GUIDE-LOCK-SCREW-001,FIXED,True,True,True,True,True,True,True,0.0,0.0,0.0,True,True,FIXED_UNCHANGED,,1,1,12,12,0.0,821e04225bb2caa9be033c3909b82f17ebb6c34b3f3d8ac96efb5abea8cab40d,821e04225bb2caa9be033c3909b82f17ebb6c34b3f3d8ac96efb5abea8cab40d,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
CROSSHEAD-GUIDE-SPIDER,FIXED,True,True,True,True,True,True,True,0.0,0.0,0.0,True,True,FIXED_UNCHANGED,,1,1,28,28,0.0,1c9752121deee001f74cde199c45398eec93a41a2516e60f645ceec46b39fbeb,1c9752121deee001f74cde199c45398eec93a41a2516e60f645ceec46b39fbeb,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
DOOR-DETENT-1,FIXED,True,True,True,True,True,True,True,2.3092638912203256e-13,2.3092638912203256e-13,0.0,True,True,FIXED_UNCHANGED,,1,1,5,5,0.0,e9f609c44cbc9261b253c22b4f57dfb8ad9d64b846197a5c8c610a84fbc5b4b8,e9f609c44cbc9261b253c22b4f57dfb8ad9d64b846197a5c8c610a84fbc5b4b8,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
DOOR-DETENT-2,FIXED,True,True,True,True,True,True,True,7.226219622680219e-12,7.226219622680219e-12,0.0,True,True,FIXED_UNCHANGED,,1,1,5,5,0.0,e9f609c44cbc9261b253c22b4f57dfb8ad9d64b846197a5c8c610a84fbc5b4b8,e9f609c44cbc9261b253c22b4f57dfb8ad9d64b846197a5c8c610a84fbc5b4b8,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
DOOR-DETENT-3,FIXED,True,True,True,True,True,True,True,7.23332505003782e-12,7.23332505003782e-12,0.0,True,True,FIXED_UNCHANGED,,1,1,5,5,0.0,e9f609c44cbc9261b253c22b4f57dfb8ad9d64b846197a5c8c610a84fbc5b4b8,e9f609c44cbc9261b253c22b4f57dfb8ad9d64b846197a5c8c610a84fbc5b4b8,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
DOOR-DETENT-4,FIXED,True,True,True,True,True,True,True,7.23332505003782e-12,7.23332505003782e-12,0.0,True,True,FIXED_UNCHANGED,,1,1,5,5,0.0,e9f609c44cbc9261b253c22b4f57dfb8ad9d64b846197a5c8c610a84fbc5b4b8,e9f609c44cbc9261b253c22b4f57dfb8ad9d64b846197a5c8c610a84fbc5b4b8,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FIXED-SECTOR-1,FIXED,True,True,True,True,True,True,True,1.8984813721090177e-13,1.8984813721090177e-13,0.0,True,True,FIXED_UNCHANGED,,1,1,34,34,0.0,7e5259e63819d503234e99672e9d6f6636b3c5729730e6365be0e4335c1f04a4,7e5259e63819d503234e99672e9d6f6636b3c5729730e6365be0e4335c1f04a4,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FIXED-SECTOR-2,FIXED,True,True,True,True,True,True,True,3.5326177411928435e-29,3.5326177411928435e-29,0.0,True,True,FIXED_UNCHANGED,,1,1,34,34,0.0,7e5259e63819d503234e99672e9d6f6636b3c5729730e6365be0e4335c1f04a4,7e5259e63819d503234e99672e9d6f6636b3c5729730e6365be0e4335c1f04a4,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FIXED-SECTOR-3,FIXED,True,True,True,True,True,True,True,1.8984813721090177e-13,1.8984813721090177e-13,0.0,True,True,FIXED_UNCHANGED,,1,1,38,38,0.0,3aa7da68cd54ffc97b7c7caea395b165457705d9c6bc2404944ee5909b3b146b,3aa7da68cd54ffc97b7c7caea395b165457705d9c6bc2404944ee5909b3b146b,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FIXED-STOP-1,FIXED,True,True,True,True,True,True,True,9.43600753089413e-12,9.43600753089413e-12,0.0,True,True,FIXED_UNCHANGED,,1,1,262,262,0.0,7c0396e2ee97002d9d64bc884c5bce3ce8d911460571f2f0642dd2c405a2fb47,7c0396e2ee97002d9d64bc884c5bce3ce8d911460571f2f0642dd2c405a2fb47,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FIXED-STOP-2,FIXED,True,True,True,True,True,True,True,9.43600753089413e-12,9.43600753089413e-12,0.0,True,True,FIXED_UNCHANGED,,1,1,262,262,0.0,7c0396e2ee97002d9d64bc884c5bce3ce8d911460571f2f0642dd2c405a2fb47,7c0396e2ee97002d9d64bc884c5bce3ce8d911460571f2f0642dd2c405a2fb47,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FIXED-STOP-3,FIXED,True,True,True,True,True,True,True,9.43600753089413e-12,9.43600753089413e-12,0.0,True,True,FIXED_UNCHANGED,,1,1,262,262,0.0,7c0396e2ee97002d9d64bc884c5bce3ce8d911460571f2f0642dd2c405a2fb47,7c0396e2ee97002d9d64bc884c5bce3ce8d911460571f2f0642dd2c405a2fb47,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FIXED-STOP-DOWEL-1-1,FIXED,True,True,True,True,True,True,True,8.185452315956354e-12,8.185452315956354e-12,0.0,True,True,FIXED_UNCHANGED,,1,1,5,5,0.0,6f13b038456db0cb0d317b9eaa64e4b732488b6a57f0f7dad22d3b5632ab2940,6f13b038456db0cb0d317b9eaa64e4b732488b6a57f0f7dad22d3b5632ab2940,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FIXED-STOP-DOWEL-1-2,FIXED,True,True,True,True,True,True,True,8.185452315956354e-12,8.185452315956354e-12,0.0,True,True,FIXED_UNCHANGED,,1,1,5,5,0.0,6f13b038456db0cb0d317b9eaa64e4b732488b6a57f0f7dad22d3b5632ab2940,6f13b038456db0cb0d317b9eaa64e4b732488b6a57f0f7dad22d3b5632ab2940,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FIXED-STOP-DOWEL-2-1,FIXED,True,True,True,True,True,True,True,8.185452315956354e-12,8.185452315956354e-12,0.0,True,True,FIXED_UNCHANGED,,1,1,5,5,0.0,6f13b038456db0cb0d317b9eaa64e4b732488b6a57f0f7dad22d3b5632ab2940,6f13b038456db0cb0d317b9eaa64e4b732488b6a57f0f7dad22d3b5632ab2940,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FIXED-STOP-DOWEL-2-2,FIXED,True,True,True,True,True,True,True,8.185452315956354e-12,8.185452315956354e-12,0.0,True,True,FIXED_UNCHANGED,,1,1,5,5,0.0,6f13b038456db0cb0d317b9eaa64e4b732488b6a57f0f7dad22d3b5632ab2940,6f13b038456db0cb0d317b9eaa64e4b732488b6a57f0f7dad22d3b5632ab2940,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FIXED-STOP-DOWEL-3-1,FIXED,True,True,True,True,True,True,True,8.185452315956354e-12,8.185452315956354e-12,0.0,True,True,FIXED_UNCHANGED,,1,1,5,5,0.0,6f13b038456db0cb0d317b9eaa64e4b732488b6a57f0f7dad22d3b5632ab2940,6f13b038456db0cb0d317b9eaa64e4b732488b6a57f0f7dad22d3b5632ab2940,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FIXED-STOP-DOWEL-3-2,FIXED,True,True,True,True,True,True,True,8.185452315956354e-12,8.185452315956354e-12,0.0,True,True,FIXED_UNCHANGED,,1,1,5,5,0.0,6f13b038456db0cb0d317b9eaa64e4b732488b6a57f0f7dad22d3b5632ab2940,6f13b038456db0cb0d317b9eaa64e4b732488b6a57f0f7dad22d3b5632ab2940,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FIXED-STOP-SCREW-1-1,FIXED,True,True,True,True,True,True,True,2.3874235921539366e-12,2.3874235921539366e-12,0.0,True,True,FIXED_UNCHANGED,,1,1,14,14,0.0,aa77c58c4d4b20f6f57e0e11a6db68323c8708402b31ea858f2ddc092a63d49e,aa77c58c4d4b20f6f57e0e11a6db68323c8708402b31ea858f2ddc092a63d49e,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FIXED-STOP-SCREW-1-2,FIXED,True,True,True,True,True,True,True,9.322320693172514e-12,9.322320693172514e-12,0.0,True,True,FIXED_UNCHANGED,,1,1,14,14,0.0,aa77c58c4d4b20f6f57e0e11a6db68323c8708402b31ea858f2ddc092a63d49e,aa77c58c4d4b20f6f57e0e11a6db68323c8708402b31ea858f2ddc092a63d49e,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FIXED-STOP-SCREW-2-1,FIXED,True,True,True,True,True,True,True,2.3874235921539366e-12,2.3874235921539366e-12,0.0,True,True,FIXED_UNCHANGED,,1,1,14,14,0.0,aa77c58c4d4b20f6f57e0e11a6db68323c8708402b31ea858f2ddc092a63d49e,aa77c58c4d4b20f6f57e0e11a6db68323c8708402b31ea858f2ddc092a63d49e,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FIXED-STOP-SCREW-2-2,FIXED,True,True,True,True,True,True,True,9.322320693172514e-12,9.322320693172514e-12,0.0,True,True,FIXED_UNCHANGED,,1,1,14,14,0.0,aa77c58c4d4b20f6f57e0e11a6db68323c8708402b31ea858f2ddc092a63d49e,aa77c58c4d4b20f6f57e0e11a6db68323c8708402b31ea858f2ddc092a63d49e,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FIXED-STOP-SCREW-3-1,FIXED,True,True,True,True,True,True,True,4.9897863618753036e-12,4.9897863618753036e-12,0.0,True,True,FIXED_UNCHANGED,,1,1,14,14,0.0,aa77c58c4d4b20f6f57e0e11a6db68323c8708402b31ea858f2ddc092a63d49e,aa77c58c4d4b20f6f57e0e11a6db68323c8708402b31ea858f2ddc092a63d49e,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FIXED-STOP-SCREW-3-2,FIXED,True,True,True,True,True,True,True,9.322320693172514e-12,9.322320693172514e-12,0.0,True,True,FIXED_UNCHANGED,,1,1,14,14,0.0,aa77c58c4d4b20f6f57e0e11a6db68323c8708402b31ea858f2ddc092a63d49e,aa77c58c4d4b20f6f57e0e11a6db68323c8708402b31ea858f2ddc092a63d49e,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FULLFLOW-VALVE-001,MOVING,True,True,True,True,True,True,True,1.5653958587979453e-29,1.5653958587979453e-29,0.0,True,True,MOVING_RETAINED_SAME_TRANSFORM,,4,4,53,53,0.0,493f26ee3cd6ad78f6205a774943cd8cb57ff3085b5ffd53a0abbfece67ea770,493f26ee3cd6ad78f6205a774943cd8cb57ff3085b5ffd53a0abbfece67ea770,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FULLFLOW-VALVE-CIRCLIP-001,MOVING,True,True,True,True,True,True,True,0.0,0.0,0.0,True,True,MOVING_RETAINED_SAME_TRANSFORM,,1,1,33,33,0.0,7c9cfa3abb28eea698d08c9471d4f2d0870a1696cde6c476a0efec34c5d25e95,7c9cfa3abb28eea698d08c9471d4f2d0870a1696cde6c476a0efec34c5d25e95,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FWD-CARRIER-SCREW-1,FIXED,True,True,True,True,True,True,True,3.5326177411928435e-29,3.5326177411928435e-29,0.0,True,True,FIXED_UNCHANGED,,1,1,11,11,0.0,aeb14bf47fc88e00d866feae1e399b056978904dde68bdbbbb0aaf0ed754bcad,aeb14bf47fc88e00d866feae1e399b056978904dde68bdbbbb0aaf0ed754bcad,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FWD-CARRIER-SCREW-2,FIXED,True,True,True,True,True,True,True,3.5479019212315006e-28,3.5479019212315006e-28,0.0,True,True,FIXED_UNCHANGED,,1,1,11,11,0.0,aeb14bf47fc88e00d866feae1e399b056978904dde68bdbbbb0aaf0ed754bcad,aeb14bf47fc88e00d866feae1e399b056978904dde68bdbbbb0aaf0ed754bcad,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FWD-CARRIER-SCREW-3,FIXED,True,True,True,True,True,True,True,2.9030081312133234e-28,2.9030081312133234e-28,0.0,True,True,FIXED_UNCHANGED,,1,1,11,11,0.0,aeb14bf47fc88e00d866feae1e399b056978904dde68bdbbbb0aaf0ed754bcad,aeb14bf47fc88e00d866feae1e399b056978904dde68bdbbbb0aaf0ed754bcad,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FWD-CARRIER-SCREW-4,FIXED,True,True,True,True,True,True,True,6.429216377551246e-29,6.429216377551246e-29,0.0,True,True,FIXED_UNCHANGED,,1,1,11,11,0.0,aeb14bf47fc88e00d866feae1e399b056978904dde68bdbbbb0aaf0ed754bcad,aeb14bf47fc88e00d866feae1e399b056978904dde68bdbbbb0aaf0ed754bcad,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FWD-LONGERON-1,FIXED,True,True,True,True,True,True,True,1.8984813721090177e-13,1.8984813721090177e-13,0.0,True,True,FIXED_UNCHANGED,,1,1,8,8,0.0,3bdbc3f92f95e3c57359e762a0a2b75e088c208192473c4d3238b1a209d1296a,3bdbc3f92f95e3c57359e762a0a2b75e088c208192473c4d3238b1a209d1296a,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FWD-LONGERON-2,FIXED,True,True,True,True,True,True,True,3.5326177411928435e-29,3.5326177411928435e-29,0.0,True,True,FIXED_UNCHANGED,,1,1,8,8,0.0,3bdbc3f92f95e3c57359e762a0a2b75e088c208192473c4d3238b1a209d1296a,3bdbc3f92f95e3c57359e762a0a2b75e088c208192473c4d3238b1a209d1296a,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FWD-LONGERON-3,FIXED,True,True,True,True,True,True,True,1.8984813721090177e-13,1.8984813721090177e-13,0.0,True,True,FIXED_UNCHANGED,,1,1,8,8,0.0,3bdbc3f92f95e3c57359e762a0a2b75e088c208192473c4d3238b1a209d1296a,3bdbc3f92f95e3c57359e762a0a2b75e088c208192473c4d3238b1a209d1296a,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FWD-RING-01,FIXED,True,True,True,True,True,True,True,0.0,0.0,0.0,True,True,FIXED_UNCHANGED,,1,1,43,43,0.0,14518ea2b4a283bbc284fc7dd5321b7a23b24c29d55e547d06802f695ebadb97,14518ea2b4a283bbc284fc7dd5321b7a23b24c29d55e547d06802f695ebadb97,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FWD-RING-02,FIXED,True,True,True,True,True,True,True,0.0,0.0,0.0,True,True,FIXED_UNCHANGED,,4,4,68,68,0.0,b8ef06f2f3b3e71d837e0267e1026778e9914eb58f8b2bd315b9743caaae87a0,b8ef06f2f3b3e71d837e0267e1026778e9914eb58f8b2bd315b9743caaae87a0,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
FWD-SHELL-001,FIXED,True,True,True,True,True,True,True,0.0,0.0,0.0,True,True,FIXED_UNCHANGED,,1,1,168,168,0.0,9ffc55eacdb915f3097c71c2e31bd6c9098ceb1ffc41ac7bb3eb35936c14a6b1,9ffc55eacdb915f3097c71c2e31bd6c9098ceb1ffc41ac7bb3eb35936c14a6b1,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
GLAND-BOWDEN-SHEATH-AFT,FIXED,True,True,True,True,True,True,True,6.320277634586091e-12,6.320277634586091e-12,0.0,True,True,FIXED_UNCHANGED,,1,1,8,8,0.0,a09d9cd0cfacfa200b3f6814e9646e1f17f76a204a7980c66bd39e804a3c6633,a09d9cd0cfacfa200b3f6814e9646e1f17f76a204a7980c66bd39e804a3c6633,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
GLAND-BOWDEN-SHEATH-FWD,FIXED,True,True,True,True,True,True,True,6.320277634586091e-12,6.320277634586091e-12,0.0,True,True,FIXED_UNCHANGED,,1,1,8,8,0.0,a09d9cd0cfacfa200b3f6814e9646e1f17f76a204a7980c66bd39e804a3c6633,a09d9cd0cfacfa200b3f6814e9646e1f17f76a204a7980c66bd39e804a3c6633,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
GLAND-GAS-MAIN-AFT,FIXED,True,True,True,True,True,True,True,3.5704772471945034e-13,3.5704772471945034e-13,0.0,True,True,FIXED_UNCHANGED,,1,1,8,8,0.0,54c023d318488b9e5ef12585cf2a2dd10c8c8e46efecafdffe8698e0ffb6d7c8,54c023d318488b9e5ef12585cf2a2dd10c8c8e46efecafdffe8698e0ffb6d7c8,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
GLAND-GAS-MAIN-FWD,FIXED,True,True,True,True,True,True,True,3.5704772471945034e-13,3.5704772471945034e-13,0.0,True,True,FIXED_UNCHANGED,,1,1,8,8,0.0,54c023d318488b9e5ef12585cf2a2dd10c8c8e46efecafdffe8698e0ffb6d7c8,54c023d318488b9e5ef12585cf2a2dd10c8c8e46efecafdffe8698e0ffb6d7c8,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
GLAND-PILOT-LINE-AFT,FIXED,True,True,True,True,True,True,True,7.418066161335446e-12,7.418066161335446e-12,0.0,True,True,FIXED_UNCHANGED,,1,1,8,8,0.0,952a4b7f11c4f9cd20ef6c6a9b8665b1fd7bce1b09b98611bc25af98960ea915,952a4b7f11c4f9cd20ef6c6a9b8665b1fd7bce1b09b98611bc25af98960ea915,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
GLAND-PILOT-LINE-FWD,FIXED,True,True,True,True,True,True,True,7.418066161335446e-12,7.418066161335446e-12,0.0,True,True,FIXED_UNCHANGED,,1,1,8,8,0.0,952a4b7f11c4f9cd20ef6c6a9b8665b1fd7bce1b09b98611bc25af98960ea915,952a4b7f11c4f9cd20ef6c6a9b8665b1fd7bce1b09b98611bc25af98960ea915,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
GS19-BODY-001,FIXED,True,True,True,True,True,True,True,1.8984813721090177e-13,1.8984813721090177e-13,0.0,True,True,FIXED_UNCHANGED,,2,2,18,18,0.0,846df40ee3b159136fe1e13d6e44512744329ccc0cd024dc6095c01dcc7d56b5,846df40ee3b159136fe1e13d6e44512744329ccc0cd024dc6095c01dcc7d56b5,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
GS19-CLIP-FIXED,FIXED,True,True,True,True,True,True,True,1.8984813721090177e-13,1.8984813721090177e-13,0.0,True,True,FIXED_UNCHANGED,,1,1,8,8,0.0,7f10b0ad927d92a43b47b3cba2a316fd5cea19647d267ecbed4959ff62e050a3,7f10b0ad927d92a43b47b3cba2a316fd5cea19647d267ecbed4959ff62e050a3,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
GS19-CLIP-MOVING,MOVING,True,True,True,True,True,True,True,8.412825991399586e-12,3.410605131648481e-12,15.055034371129977,True,True,MOVING_STATE_TRANSFORM_CHANGED,,1,1,8,8,-8.881784197001252e-16,7f10b0ad927d92a43b47b3cba2a316fd5cea19647d267ecbed4959ff62e050a3,7f10b0ad927d92a43b47b3cba2a316fd5cea19647d267ecbed4959ff62e050a3,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
GS19-FIXED-YOKE,FIXED,True,True,True,True,True,True,True,1.8984813721090177e-13,1.8984813721090177e-13,0.0,True,True,FIXED_UNCHANGED,,1,1,47,47,0.0,8f8deec9c8bbde28556a44e7c37a125699fe85d2a4a499ed10e58709b44a52c9,8f8deec9c8bbde28556a44e7c37a125699fe85d2a4a499ed10e58709b44a52c9,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
GS19-PIN-FIXED,FIXED,True,True,True,True,True,True,True,4.156675004196586e-13,4.156675004196586e-13,0.0,True,True,FIXED_UNCHANGED,,1,1,9,9,0.0,1c8472aee8c7e32641b3f194e11cdce8f36603432d91952f7a7b04c5dcd4ace3,1c8472aee8c7e32641b3f194e11cdce8f36603432d91952f7a7b04c5dcd4ace3,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
GS19-PIN-MOVING,MOVING,True,True,True,True,True,True,True,8.412825991399586e-12,3.410605131648481e-12,15.055034371129977,True,True,MOVING_STATE_TRANSFORM_CHANGED,,1,1,9,9,0.0,1c8472aee8c7e32641b3f194e11cdce8f36603432d91952f7a7b04c5dcd4ace3,1c8472aee8c7e32641b3f194e11cdce8f36603432d91952f7a7b04c5dcd4ace3,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
GS19-ROD-001,MOVING,True,True,True,True,True,True,True,8.412825991399586e-12,3.410605131648481e-12,15.055034371129977,True,True,MOVING_STATE_TRANSFORM_CHANGED,,1,1,20,20,4.547473508864641e-13,055243deecd61dfd5b7254fb64c84c18eaddbd08b43748afa332cd2909709ff3,055243deecd61dfd5b7254fb64c84c18eaddbd08b43748afa332cd2909709ff3,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
GUIDE-RAIL-1-SCREW-AFT,FIXED,True,True,True,True,True,True,True,0.0,0.0,0.0,True,True,FIXED_UNCHANGED,,1,1,14,14,0.0,aa77c58c4d4b20f6f57e0e11a6db68323c8708402b31ea858f2ddc092a63d49e,aa77c58c4d4b20f6f57e0e11a6db68323c8708402b31ea858f2ddc092a63d49e,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
GUIDE-RAIL-1-SCREW-FWD,FIXED,True,True,True,True,True,True,True,3.5326177411928435e-29,3.5326177411928435e-29,0.0,True,True,FIXED_UNCHANGED,,1,1,14,14,0.0,aa77c58c4d4b20f6f57e0e11a6db68323c8708402b31ea858f2ddc092a63d49e,aa77c58c4d4b20f6f57e0e11a6db68323c8708402b31ea858f2ddc092a63d49e,0.0,True,True,,,,,,False,True,SERIALIZED_LOCAL_BREP_SHA256,,,False,PASS
