audit_elapsed_seconds,broad_phase_solid_candidates,classification,exact_common_volume_mm3,name_a,name_b,occurrence_a,occurrence_b,state,status
0.000890,1,NO_POSITIVE_COMMON_VOLUME,0.000000000,ARM_PIVOT_PIN_SET,POSITIVE_LOCK_PLUNGER_AND_WITNESS_SET,WP02-009,WP02-031,STOWED,PASS
0.009173,3,NO_POSITIVE_COMMON_VOLUME,0.000000000,ARM_LINK_PIN_SET,VSM6_RETENTION_RING_SET,WP02-010,WP02-012,STOWED,PASS
0.009035,3,NO_POSITIVE_COMMON_VOLUME,0.000000000,CROSSHEAD_LINK_PIN_SET,VSM6_RETENTION_RING_SET,WP02-011,WP02-012,STOWED,PASS
0.004745,3,NO_POSITIVE_COMMON_VOLUME,0.000000000,POWERTRAIN_CARTRIDGE_SPINE,CROSSHEAD_GUIDE_ROD_SET,WP02-013,WP02-014,STOWED,PASS
2.049732,3,NO_POSITIVE_COMMON_VOLUME,0.000000000,POWERTRAIN_CARTRIDGE_SPINE,BACKUP_SPRING_LHL625D12,WP02-013,WP02-025,STOWED,PASS
0.013906,6,NO_POSITIVE_COMMON_VOLUME,0.000000000,POWERTRAIN_CARTRIDGE_SPINE,BACKUP_SPRING_FIXED_REACTION_SEAT,WP02-013,WP02-026,STOWED,PASS
0.002810,2,NO_POSITIVE_COMMON_VOLUME,0.000000000,POWERTRAIN_CARTRIDGE_SPINE,BACKUP_SPRING_GUIDE_PUSHROD,WP02-013,WP02-028,STOWED,PASS
0.045350,4,NO_POSITIVE_COMMON_VOLUME,0.000000000,CROSSHEAD_GUIDE_ROD_SET,CROSSHEAD_SEAR_HOUSING,WP02-014,WP02-033,STOWED,PASS
0.006236,1,INTENTIONAL_INTERNAL_COTS_TELESCOPING_REPRESENTATION,2221.856389980,GS19_FIXED_BODY_EXACT_VENDOR_BREP,GS19_MOVING_ROD_EXACT_VENDOR_BREP,WP02-015,WP02-016,STOWED,ACCEPTED_REPRESENTATION_LIMITATION
0.007711,1,NO_POSITIVE_COMMON_VOLUME,0.000000000,GS19_FIXED_BODY_EXACT_VENDOR_BREP,GS19_FIXED_ANCHOR,WP02-015,WP02-017,STOWED,PASS
0.002691,1,NO_POSITIVE_COMMON_VOLUME,0.000000000,GS19_FIXED_BODY_EXACT_VENDOR_BREP,BACKUP_SPRING_GUIDE_PUSHROD,WP02-015,WP02-028,STOWED,PASS
