FIXED-STOP-2	FIXED	CROSSHEAD-GUIDE-001=0.6678885323398737;FIXED-STOP-1=2.5993794560256784;ARM-2=4.334348579765122;PIVOT-CARRIER-2=4.346659530311318;PIVOT-BUSH-2-2=6.384348579765128;PIVOT-PIN-2=6.534348579765129
FIXED-STOP-3	FIXED	CROSSHEAD-GUIDE-001=0.6678885323398733;FIXED-STOP-2=2.5993794560256767;FIXED-STOP-1=2.5993794560256824;ARM-3=4.334348579765123;PIVOT-CARRIER-3=4.346659530311319;PIVOT-BUSH-3-1=6.384348579765131
FULLFLOW-VALVE-001	MOVING	BOOSTER-1=0.0;BOOSTER-2=0.0;BOOSTER-3=0.0;FWD-RING-02=0.0;FWD-LONGERON-3=1.2743758102333618;FWD-LONGERON-1=1.274375810233362
FWD-LONGERON-1	FIXED	FWD-RING-01=0.0;FWD-RING-02=0.0;CARTRIDGE-CARRIER-FWD=0.2999999999999977;CARTRIDGE-CARRIER-AFT=0.2999999999999981;COLLECTION-MANIFOLD-001=0.799999999999996;FULLFLOW-VALVE-001=1.274375810233362
FWD-LONGERON-2	FIXED	FWD-RING-01=0.0;FWD-RING-02=0.0;CARTRIDGE-CARRIER-AFT=0.3000000000000007;CARTRIDGE-CARRIER-FWD=0.3000000000000007;COLLECTION-MANIFOLD-001=0.8000000000000007;FWD-SHELL-001=1.5500000000000007
FWD-LONGERON-3	FIXED	FWD-RING-01=0.0;FWD-RING-02=0.0;CARTRIDGE-CARRIER-FWD=0.2999999999999978;CARTRIDGE-CARRIER-AFT=0.3000000000000002;COLLECTION-MANIFOLD-001=0.8;FULLFLOW-VALVE-001=1.2743758102333618
FWD-RING-01	FIXED	BALLAST-001=0.0;FWD-LONGERON-1=0.0;FWD-LONGERON-2=0.0;FWD-LONGERON-3=0.0;FWD-SHELL-001=0.05000000000000071;CARTRIDGE-CARRIER-FWD=0.10000000000002274
FWD-RING-02	FIXED	ARM-LONGERON-1=0.0;ARM-LONGERON-2=0.0;ARM-LONGERON-3=0.0;BOOSTER-1=0.0;BOOSTER-2=0.0;BOOSTER-3=0.0
FWD-SHELL-001	FIXED	BOOSTER-BAND-1-1=0.0;BOOSTER-BAND-1-2=0.0;BOOSTER-BAND-1-3=0.0;BOOSTER-BAND-2-3=1.7763568394002505E-15;BOOSTER-BAND-2-1=3.972054645195637E-15;BOOSTER-BAND-2-2=3.972054645195637E-15
GLAND-BOWDEN-SHEATH-AFT	FIXED	AFT-ROUTE-RING-001=0.0;FIXED-SECTOR-2=0.0;ROUTE-BOWDEN-SHEATH-001=0.0;ROUTE-BOWDEN-WIRE-001=0.0;AFT-SHELL-001=0.2499999999999554;ARM-LONGERON-2=2.9233789567355375
