PIVOT-BUSH-3-2	FIXED	PIVOT-PIN-3=0.01999999999989908;ARM-3=0.02999996848671056;PIVOT-WASHER-3-2=0.059999999999998624;PIVOT-CARRIER-3=1.2499999999999996;FIXED-SECTOR-3=3.327951611048702;PIVOT-CLIP-3=3.4249999999999994
PIVOT-CARRIER-1	FIXED	FWD-RING-02=0.0;LINK-PIN-1-BELL=0.0;PIVOT-PIN-1=0.14999999999995806;ARM-1=0.4204141790117204;PIVOT-WASHER-1-1=1.0099999999999998;PIVOT-WASHER-1-2=1.0099999999999998
PIVOT-CARRIER-2	FIXED	FWD-RING-02=0.0;LINK-PIN-2-BELL=0.0;FIXED-SECTOR-2=0.06547956066506921;FIXED-SECTOR-1=0.06547956066507318;ARM-2=0.42041417901171735;LINK-CLIP-2-BELL=1.2099999999999995
PIVOT-CARRIER-3	FIXED	FWD-RING-02=0.0;LINK-PIN-3-BELL=0.0;FIXED-SECTOR-2=0.06547956066506745;FIXED-SECTOR-3=0.06547956066508112;ARM-3=0.42041417901171735;LINK-CLIP-3-BELL=1.2100000000000004
PIVOT-CLIP-1	FIXED	FIXED-SECTOR-1=0.0;PIVOT-PIN-1=0.0;PIVOT-CARRIER-1=0.17499999999999893;ARM-1=3.109712068904544;PIVOT-WASHER-1-2=3.1849999999999987;PIVOT-BUSH-1-2=3.424999999999999
PIVOT-CLIP-2	FIXED	FIXED-SECTOR-2=0.0;PIVOT-PIN-2=0.0;PIVOT-CARRIER-2=0.17499999999999705;ARM-2=3.1097120689045417;PIVOT-WASHER-2-2=3.184999999999996;PIVOT-BUSH-2-2=3.4249999999999976
PIVOT-CLIP-3	FIXED	FIXED-SECTOR-3=0.0;PIVOT-PIN-3=0.0;PIVOT-CARRIER-3=0.17499999999999705;ARM-3=3.109712068904544;PIVOT-WASHER-3-2=3.1849999999999974;PIVOT-BUSH-3-2=3.4249999999999994
PIVOT-PIN-1	FIXED	FIXED-SECTOR-1=0.0;FIXED-SECTOR-3=0.0;PIVOT-CLIP-1=0.0;PIVOT-BUSH-1-2=0.019999999999913635;PIVOT-BUSH-1-1=0.01999999999993021;PIVOT-CARRIER-1=0.14999999999995806
PIVOT-PIN-2	FIXED	FIXED-SECTOR-1=0.0;FIXED-SECTOR-2=0.0;PIVOT-CLIP-2=0.0;PIVOT-BUSH-2-2=0.019999999999906936;PIVOT-BUSH-2-1=0.01999999999992063;PIVOT-CARRIER-2=0.1499999999999669
PIVOT-PIN-3	FIXED	FIXED-SECTOR-2=0.0;FIXED-SECTOR-3=0.0;PIVOT-CLIP-3=0.0;PIVOT-BUSH-3-2=0.01999999999989908;PIVOT-BUSH-3-1=0.019999999999905677;PIVOT-CARRIER-3=0.1499999999999711
PIVOT-WASHER-1-1	FIXED	ARM-1=0.010000000000000675;PIVOT-BUSH-1-1=0.0600000000000005;PIVOT-PIN-1=0.14999999999997726;PIVOT-CARRIER-1=1.0099999999999998;LINK-PIN-1-BELL=1.862345597611939;ARM-STOP-PAD-1=2.1518359502329676
PIVOT-WASHER-1-2	FIXED	ARM-1=0.009999999999999787;PIVOT-BUSH-1-2=0.0600000000000005;PIVOT-PIN-1=0.14999999999997726;PIVOT-CARRIER-1=1.0099999999999998;ARM-STOP-PAD-1=2.1518359502329676;LINK-CLIP-1-BELL=2.316740156197211
PIVOT-WASHER-2-1	FIXED	ARM-2=0.009999999999998385;PIVOT-BUSH-2-1=0.059999999999998624;PIVOT-PIN-2=0.14999999999997726;PIVOT-CARRIER-2=1.009999999999998;LINK-PIN-2-BELL=1.862345597611939;ARM-STOP-PAD-2=2.151835950232968
PIVOT-WASHER-2-2	FIXED	ARM-2=0.009999999999997615;PIVOT-BUSH-2-2=0.060000000000000664;PIVOT-PIN-2=0.14999999999997726;PIVOT-CARRIER-2=1.0099999999999982;ARM-STOP-PAD-2=2.151835950232967;LINK-CLIP-2-BELL=2.3167401561972283
PIVOT-WASHER-3-1	FIXED	ARM-3=0.010000000000000692;PIVOT-BUSH-3-1=0.060000000000000664;PIVOT-PIN-3=0.14999999999997726;PIVOT-CARRIER-3=1.0099999999999982;LINK-PIN-3-BELL=1.8623455976119394;ARM-STOP-PAD-3=2.1518359502329676
PIVOT-WASHER-3-2	FIXED	ARM-3=0.009999999999997615;PIVOT-BUSH-3-2=0.059999999999998624;PIVOT-PIN-3=0.14999999999997726;PIVOT-CARRIER-3=1.009999999999999;LINK-CLIP-3-BELL=2.316740156197211;LINK-PIN-3-BELL=2.8172928100799197
PUNCTURE-HEAD-1	FIXED	COLLECTION-MANIFOLD-001=0.14999999999999852;CARTRIDGE-CARRIER-AFT=4.149999999999997;PUNCTURE-HEAD-2=4.199999999999999;PUNCTURE-HEAD-4=4.199999999999999;FWD-LONGERON-2=9.1648891691893;FWD-SHELL-001=9.34339828220179
PUNCTURE-HEAD-2	FIXED	COLLECTION-MANIFOLD-001=0.14999999999999825;CARTRIDGE-CARRIER-AFT=4.149999999999997;PUNCTURE-HEAD-1=4.199999999999999;PUNCTURE-HEAD-3=4.199999999999999;FWD-LONGERON-3=5.183576497571791;FWD-SHELL-001=9.34339828220179
PUNCTURE-HEAD-3	FIXED	COLLECTION-MANIFOLD-001=0.14999999999999766;CARTRIDGE-CARRIER-AFT=4.149999999999998;PUNCTURE-HEAD-2=4.199999999999999;PUNCTURE-HEAD-4=4.199999999999999;FWD-LONGERON-1=5.183576497571791;FWD-SHELL-001=9.34339828220179
PUNCTURE-HEAD-4	FIXED	COLLECTION-MANIFOLD-001=0.14999999999999947;CARTRIDGE-CARRIER-AFT=4.149999999999998;PUNCTURE-HEAD-1=4.199999999999999;PUNCTURE-HEAD-3=4.199999999999999;FWD-LONGERON-2=9.164889169189298;FWD-SHELL-001=9.34339828220179
RECOVERY-PIN-BODY	MOVING	BODY-HARDPOINT-001=0.0;RECOVERY-PIN-CLIP-BODY=0.0;TETHER-THIMBLE-BODY=0.14999999999997102;AFT-SHELL-001=1.0;RECOVERY-TETHER-001=2.7499999999999467;BUOY-GORE-08=8.12182072978108
RECOVERY-PIN-CLIP-BODY	MOVING	BODY-HARDPOINT-001=0.0;RECOVERY-PIN-BODY=0.0;TETHER-THIMBLE-BODY=2.45;AFT-SHELL-001=3.05;RECOVERY-TETHER-001=3.529341126304537;BUOY-GORE-01=8.642763065553552
RECOVERY-PIN-CLIP-HARNESS	MOVING	RECOVERY-PIN-HARNESS=0.0;HARNESS-LEG-YP=8.881784197001252E-16;HARNESS-TERMINAL-001=0.20000000000000018;TETHER-THIMBLE-HARNESS=2.45;HARNESS-LEG-XN=3.5500000000000003;HARNESS-LEG-XP=3.916234303183076
RECOVERY-PIN-HARNESS	MOVING	HARNESS-LEG-YN=0.0;HARNESS-LEG-YP=0.0;RECOVERY-PIN-CLIP-HARNESS=0.0;TETHER-THIMBLE-HARNESS=0.14999999999995067;HARNESS-TERMINAL-001=0.199999999999806;RECOVERY-TETHER-001=2.0109903369993107
ROUTE-GAS-MAIN-001	FIXED	FWD-RING-02=0.0;GLAND-GAS-MAIN-AFT=0.0;GLAND-GAS-MAIN-FWD=0.02132435997377291;FULLFLOW-VALVE-001=0.20000000000004547;AFT-SHELL-001=0.2999999999580364;FIXED-SECTOR-1=0.3500000000000017
ROUTE-PILOT-LINE-001	FIXED	AFT-SHELL-001=0.5499999999999983;AFT-ROUTE-RING-001=1.231273454761473;AFT-LONGERON-1=1.6508301009671018;ARM-LONGERON-1=3.992549296756727;ARM-1=8.189719232424371;AFT-LONGERON-3=8.984006018570993
STOW-DOG-1	MOVING	AFT-ROUTE-RING-001=1.015040157468408;ARM-1=4.873055654391631;FIXED-SECTOR-1=7.678125895910792;FIXED-SECTOR-3=7.678125895910798;AFT-SHELL-001=10.867463002569448;GLAND-PILOT-LINE-AFT=11.21178904757427
STOW-DOG-2	MOVING	AFT-ROUTE-RING-001=1.0150401574684083;ARM-2=4.8730556543916315;FIXED-SECTOR-2=7.678125895910795;FIXED-SECTOR-1=7.678125895910799;AFT-SHELL-001=10.867463002569446;GLAND-GAS-MAIN-AFT=10.961789047574266
STOW-DOG-3	MOVING	AFT-ROUTE-RING-001=1.0150401574684094;ARM-3=4.8730556543916315;FIXED-SECTOR-2=7.678125895910795;FIXED-SECTOR-3=7.678125895910806;AFT-SHELL-001=10.867463002569448;GLAND-BOWDEN-SHEATH-AFT=11.161789047574265
TETHER-THIMBLE-BODY	MOVING	RECOVERY-TETHER-001=0.0;RECOVERY-PIN-BODY=0.14999999999997102;BODY-HARDPOINT-001=0.1999999999999993;AFT-SHELL-001=2.074148421723438;RECOVERY-PIN-CLIP-BODY=2.45;BUOY-GORE-01=5.121939735359856
TETHER-THIMBLE-HARNESS	MOVING	HARNESS-LEG-XN=0.0;HARNESS-LEG-XP=0.0;RECOVERY-TETHER-001=0.0;HARNESS-LEG-YN=1.3322676295501878E-15;HARNESS-LEG-YP=1.5543122344752192E-15;RECOVERY-PIN-HARNESS=0.14999999999995067
WATER-INLET-001	FIXED	WATER-TRIGGER-HSG-001=0.09999997925631893;FWD-SHELL-001=0.14999996159938778;BOOSTER-1=3.674355652982142;BOOSTER-2=3.6743556529821433;FWD-LONGERON-1=7.057242681777915;BOOSTER-3=12.5
WATER-TRIGGER-HSG-001	FIXED	FWD-SHELL-001=0.0;WATER-INLET-001=0.09999997925626386;BOOSTER-1=0.5;BOOSTER-2=0.5;BOOSTER-3=0.5;ROUTE-BOWDEN-SHEATH-001=4.016890328046949
WP04-FIXED-SLEEVE	FIXED	WP04-MOVING-SLEEVE=0.29999999999999943;WP04-EJECTOR-SPRING=0.5999999999999855;WP04-FOLLOWER-001=3.299999956239003;WP04-REACTION-BULKHEAD=3.299999999999999;ROUTE-PILOT-LINE-001=3.8727555330226373;ROUTE-BOWDEN-SHEATH-001=7.220739046914164
WP04-FOLLOWER-001	MOVING	ROUTE-PILOT-LINE-001=0.0;AFT-LONGERON-3=0.07260554943664889;AFT-LONGERON-2=0.07260554943665068;AFT-LONGERON-1=0.07260554943665141;WP04-GUIDE-RAIL-2=0.09999999999999841;WP04-GUIDE-RAIL-3=0.09999999999999906
WP04-FULLFLOW-MANIFOLD	FIXED	WP04-MANIFOLD-BRACKET=0.0;ROUTE-GAS-MAIN-001=0.09994500412465457;AFT-SHELL-001=0.6000000000000014;AFT-LONGERON-1=5.86327886476926;WP04-GUIDE-RAIL-2=8.205469817898532;WP04-EJECTOR-SPRING=9.299979233331836
WP04-GUIDE-RAIL-1	FIXED	WP04-REACTION-BULKHEAD=0.0;HARNESS-LEG-XP=0.07496344622767198;WP04-FOLLOWER-001=0.10000000000000009;HARNESS-BAND-1=2.268955294449503;HARNESS-BAND-2=2.268955294449503;BUOY-GORE-01=2.5049427119851844
WP04-GUIDE-RAIL-2	FIXED	WP04-REACTION-BULKHEAD=0.0;WP04-FOLLOWER-001=0.09999999999999841;BUOY-GORE-03=1.100000000000002;HARNESS-BAND-1=2.268955294449504;HARNESS-BAND-2=2.268955294449505;ROUTE-PILOT-LINE-001=2.3806305448881444
WP04-GUIDE-RAIL-3	FIXED	WP04-REACTION-BULKHEAD=0.0;WP04-FOLLOWER-001=0.09999999999999906;ROUTE-BOWDEN-SHEATH-001=0.36469013244032955;ROUTE-BOWDEN-WIRE-001=0.8646901324403274;BUOY-GORE-06=1.100000000000002;HARNESS-BAND-1=2.268955294449504
WP04-LATCH-001	FIXED	ROUTE-BOWDEN-SHEATH-001=0.0;ROUTE-BOWDEN-WIRE-001=0.0;ROUTE-PILOT-LINE-001=0.0;WP04-SEAR-001=0.0;WP04-SEAR-CLIP-001=0.0;WP04-FOLLOWER-001=0.1999999999999873
WP04-MANIFOLD-BRACKET	FIXED	AFT-SHELL-001=0.0;WP04-FULLFLOW-MANIFOLD=0.0;ROUTE-GAS-MAIN-001=3.22183534391129;AFT-LONGERON-1=7.918107927271717;WP04-GUIDE-RAIL-2=10.848185933581842;WP04-EJECTOR-SPRING=13.700174667949524
WP04-MOVING-SLEEVE	MOVING	WP04-FIXED-SLEEVE=0.29999999999999943;WP04-EJECTOR-SPRING=1.599987065531936;WP04-FOLLOWER-001=4.299999956239002;WP04-REACTION-BULKHEAD=4.299999999999998;ROUTE-PILOT-LINE-001=4.872755533022625;ROUTE-BOWDEN-SHEATH-001=8.220739046914161
WP04-REACTION-BULKHEAD	FIXED	AFT-SHELL-001=0.0;WP04-GUIDE-RAIL-1=0.0;WP04-GUIDE-RAIL-2=0.0;WP04-GUIDE-RAIL-3=0.0;AFT-LONGERON-3=0.07260554943664889;AFT-LONGERON-2=0.07260554943665068
WP04-SEAR-001	MOVING	ROUTE-BOWDEN-SHEATH-001=0.0;ROUTE-BOWDEN-WIRE-001=0.0;ROUTE-PILOT-LINE-001=0.0;WP04-LATCH-001=0.0;WP04-SEAR-CLIP-001=0.0;WP04-FOLLOWER-001=0.1799999999998581
WP04-SEAR-CLIP-001	MOVING	ROUTE-BOWDEN-SHEATH-001=0.0;ROUTE-BOWDEN-WIRE-001=0.0;WP04-LATCH-001=0.0;WP04-SEAR-001=0.0;AFT-SHELL-001=1.1293108735983883;WP04-FOLLOWER-001=1.7083881009078448
WP05-DOOR-001	MOVING	WP05-DOOR-LANYARD=0.0;WP05-HINGE-PIN=0.09999999999983414;DOOR-DETENT-1=0.10352263482900233;DOOR-DETENT-4=0.10352263482968307;DOOR-DETENT-2=0.10352263482969859;DOOR-DETENT-3=0.10352263482969859
WP05-HINGE-CLIP	FIXED	WP05-HINGE-PIN=0.0;WP05-SERVICE-THROAT=0.11230773711377395;WP05-DOOR-001=2.5;DOOR-DETENT-1=11.842909414427282;WP05-DOOR-LANYARD=22.31961756834281;DOOR-DETENT-4=23.25003509872207
WP05-HINGE-PIN	FIXED	WP05-HINGE-CLIP=0.0;WP05-SERVICE-THROAT=0.09999999999978708;WP05-DOOR-001=0.09999999999983414;DOOR-DETENT-4=10.648970515070818;DOOR-DETENT-1=12.063137063558719;WP05-DOOR-LANYARD=22.287084452595405
WP05-SERVICE-THROAT	FIXED	AFT-SHELL-001=0.0;DOOR-DETENT-2=0.1199999528756474;DOOR-DETENT-1=0.11999995287566764;DOOR-DETENT-4=0.11999995287568127;DOOR-DETENT-3=0.11999995287576024;WP05-DOOR-001=0.14999998991559332
